ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
000704.OF,易方达天天增利A,易方达基金,中国建设银行,货币市场型,20140625,,,20140623,,0.0246,0.33,0.1,,1.0,0.0001,,中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20140724,20140724,O
000615.OF,长城工资宝A,长城基金,中信银行,货币市场型,20140625,,,20140616,,2.1152,0.25,0.08,,1.0,0.0001,,银行活期存款利率(税后),L,货币型,契约型开放式,,20140702,20140702,O
000705.OF,易方达天天增利B,易方达基金,中国建设银行,货币市场型,20140625,,,20140623,,2.0001,0.33,0.1,,1.0,500.0,,中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20140724,20140724,O
000510.OF,诺安永鑫收益一年,诺安基金,中国农业银行,债券型,20140624,20190923,,20140428,,3.0501,0.473,0.2,,1.0,0.1,,同期中国人民银行公布的一年期定期存款基准利率(税后),D,债券型,契约型开放式,,20150625,20150625,O
000663.OF,国投瑞银美丽中国,国投瑞银基金,中国银行,混合型,20140624,,,20140609,,8.2686,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20140923,20140923,O
000658.OF,银华活钱宝B,银华基金,中国工商银行,货币市场型,20140623,,,20140616,,3.4444,0.15,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,,20140704,O
000659.OF,银华活钱宝C,银华基金,中国工商银行,货币市场型,20140623,,,20140616,,3.4444,0.15,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,,20140704,O
000660.OF,银华活钱宝D,银华基金,中国工商银行,货币市场型,20140623,,,20140616,,3.4444,0.15,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,,20140704,O
000661.OF,银华活钱宝E,银华基金,中国工商银行,货币市场型,20140623,,,20140616,,3.4444,0.15,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,,20140704,O
000662.OF,银华活钱宝F,银华基金,中国工商银行,货币市场型,20140623,,,20140616,,3.4444,0.15,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20141212,20140704,O
000687.OF,南方薪金宝,南方基金,中信银行,货币市场型,20140623,,,20140618,,2.7188,0.33,0.1,,1.0,,,同期七天通知存款利率(税后),L,货币型,契约型开放式,,20140725,20140725,O
000657.OF,银华活钱宝A,银华基金,中国工商银行,货币市场型,20140623,,,20140616,,3.4444,0.15,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20140704,20140704,O
000513.OF,富国高端制造行业,富国基金,中国建设银行,股票型,20140620,,,20140526,,3.9065,1.5,0.25,,1.0,0.01,,中证800指数收益率*80%+中债综合指数收益率*20%,L,股票型,契约型开放式,,20140801,20140801,O
000692.OF,汇添富双利C,汇添富基金,中国工商银行,债券型,20140618,,,,,,0.7,0.2,,1.0,,,中债综合指数,L,债券型,契约型开放式,,20140624,20140624,O
000651.OF,招商招金宝B,招商基金,中国银行,货币市场型,20140618,,,20140603,,4.3093,0.33,0.1,,1.0,500.0,,人民币活期存款基准利率(税后),L,货币型,契约型开放式,,20140718,20140718,O
000670.OF,天弘季加利理财A,天弘基金,中国农业银行,货币市场型,20140618,20150326,,20140603,,6.2676,0.27,0.08,,1.0,0.1,,3个月银行定期存款利率(税后),D,货币型,契约型开放式,,20140926,20140926,O
000627.OF,大成丰财宝B,大成基金,中国银行,货币市场型,20140618,,,20140526,,2.1987,0.15,0.05,,1.0,500.0,,活期存款利率(税后),L,货币型,契约型开放式,,20140709,20140709,O
000644.OF,招商招金宝A,招商基金,中国银行,货币市场型,20140618,,,20140603,,8.4063,0.33,0.1,,1.0,0.0001,,人民币活期存款基准利率(税后),L,货币型,契约型开放式,,20140718,20140718,O
5191671.OF,新华鑫安保本一号,新华基金,中国农业银行,保本型,20140618,20141217,,20140526,,5.2797,0.5,0.2,,1.0,0.05,,(一年期银行定期存款收益率(税后)+1%)*1.5,D,保本混合型,契约型开放式,,,,O
000671.OF,天弘季加利理财B,天弘基金,中国农业银行,货币市场型,20140618,20150326,,20140603,,0.8501,0.27,0.08,,1.0,500.0,,3个月银行定期存款利率(税后),D,货币型,契约型开放式,,20140926,20140926,O
000626.OF,大成丰财宝A,大成基金,中国银行,货币市场型,20140618,,,20140526,,7.9179,0.15,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20140709,20140709,O
000647.OF,易方达财富快线A,易方达基金,邮储银行,货币市场型,20140617,,,20140609,,16.5765,0.32,0.08,,1.0,0.0001,,中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20140714,20140714,O
000686.OF,建信嘉薪宝A,建信基金,中信银行,货币市场型,20140617,,,20140613,,2.0552,0.15,0.05,,1.0,,,七天通知存款利率(税前),L,货币型,契约型开放式,,20140618,20140618,O
000656.OF,前海开源沪深300,前海开源基金,中国农业银行,股票型,20140617,,,20140603,,2.3472,0.5,0.1,,1.0,0.1,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20140625,20140625,O
000648.OF,易方达财富快线B,易方达基金,邮储银行,货币市场型,20140617,,,20140609,,0.2,0.32,0.08,,1.0,500.0,,中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20140714,20140714,O
165314.OF,建信信用增强C,建信基金,交通银行,债券型,20140616,,,,,,0.7,0.2,,1.0,,,中国债券总指数收益率,L,债券型,契约型开放式,,20140616,20140616,O
000664.OF,国联安通盈A,国联安基金,海通证券,混合型,20140613,,,20140606,,4.3708,0.6,0.1,,1.0,0.1,,沪深300指数*50%+上证国债指数*50%,L,灵活配置型,契约型开放式,,20140623,20140623,O
000612.OF,华宝生态中国,华宝基金,中国建设银行,混合型,20140613,,,20140519,,4.448,1.5,0.25,,1.0,0.01,,中证800指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20140811,20140811,O
000655.OF,鑫元稳利,鑫元基金,中国光大银行,债券型,20140612,,,20140530,,5.0065,0.3,0.1,,1.0,0.01,,中证全债指数,L,债券型,契约型开放式,,20140627,20140627,O
000617.OF,上投摩根优信增利C,上投摩根基金,中国银行,债券型,20140611,,,20140512,,0.8923,0.7,0.2,,1.0,0.1,,中证综合债券指数,L,债券型,契约型开放式,,20140825,20140825,O
000616.OF,上投摩根优信增利A,上投摩根基金,中国银行,债券型,20140611,,,20140512,,4.7172,0.7,0.2,,1.0,0.1,,中证综合债券指数,L,债券型,契约型开放式,,20140825,20140825,O
160627.OF,鹏华策略优选,鹏华基金,中国工商银行,混合型,20140610,,,20140616,,24.389,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中证综合债指数收益率*40%,L,灵活配置型,契约型开放式,,20140714,20140714,O
160514.OF,博时稳健回报C,博时基金,招商银行,债券型,20140610,,,20140610,,3.3471,0.8,0.2,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20140701,20140701,O
000554.OF,南方中国梦,南方基金,中国工商银行,混合型,20140609,,,20140515,,11.9419,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20140903,20140903,O
000619.OF,东方红产业升级,东证资管,中国工商银行,混合型,20140606,,,20140508,,2.869,2.5,0.25,,1.0,0.1,,沪深300指数收益率*70%+中国债券总指数收益率*30%,L,灵活配置型,契约型开放式,,20140707,20140707,O
000631.OF,中银聚利分级,中银基金,招商银行,债券型,20140605,20170720,,20140526,,18.3911,0.7,0.2,,1.0,,,中债综合指数(全价),D,债券型,契约型开放式,,,,O
000609.OF,华商新量化,华商基金,中国建设银行,混合型,20140605,,,20140512,,5.3376,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20140804,20140804,O
0006321.OF,中银聚利A,中银基金,招商银行,债券型,20140605,20170720,,20140526,,12.8742,0.7,0.2,,1.0,0.1,,中债综合指数(全价),D,债券型,契约型开放式,,20141204,20141203,O
000633.OF,中银聚利B,中银基金,招商银行,债券型,20140605,20170720,,20140526,,5.517,0.7,0.2,,1.0,5.0,,中债综合指数(全价),D,债券型,契约型开放式,,20151204,20151204,O
000642.OF,汇添富货币C,汇添富基金,浦发银行,货币市场型,20140605,,,,,,0.15,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20140605,20140605,O
000650.OF,汇添富货币D,汇添富基金,浦发银行,货币市场型,20140605,,,,,,0.15,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20140605,20140605,O
000613.OF,国寿安保沪深300ETF联接,国寿安保基金,中国农业银行,股票型,20140605,,,20140508,,51.3009,0.5,0.1,,1.0,0.1,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20140623,20140623,O
000665.OF,博时现金收益B,博时基金,交通银行,货币市场型,20140603,,,,,,0.33,0.1,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20140603,20140603,O
000652.OF,博时裕隆,博时基金,中国农业银行,混合型,20140603,,,20140616,,22.8675,1.5,0.25,,1.0,0.01,,沪深300指数收益率*75%+中证全债指数收益率*25%,L,灵活配置型,契约型开放式,,20140709,20140616,O
000629.OF,圆信永丰纯债A,圆信永丰基金,中国工商银行,债券型,20140530,20190124,,20140516,,2.0251,0.7,0.2,,1.0,0.1,,同期中国人民银行公布的一年期定期存款基准利率(税后),D,债券型,契约型开放式,,20140613,20140613,O
519918.OF,华夏兴和,华夏基金,中国建设银行,混合型,20140530,,,20140603,,30.4971,1.5,0.25,,1.0,0.01,,沪深300指数收益率*70%+上证国债指数收益率*30%,L,灵活配置型,契约型开放式,,20140714,20140714,O
519568.OF,浦银安盛日日盈D,浦银安盛基金,交通银行,货币市场型,20140530,,,,,,0.33,0.1,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20140603,20140603,O
163114.OF,申万菱信中证环保产业,申万菱信基金,中国农业银行,股票型,20140530,,,20140505,,5.8776,1.0,0.22,,1.0,0.1,,中证环保产业指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型开放式,,20140616,20140616,O
000630.OF,圆信永丰纯债C,圆信永丰基金,中国工商银行,债券型,20140530,20190124,,20140516,,0.0431,0.7,0.2,,1.0,0.1,,同期中国人民银行公布的一年期定期存款基准利率(税后),D,债券型,契约型开放式,,20140613,20140613,O
000594.OF,大摩进取优选,摩根士丹利华鑫基金,中国建设银行,股票型,20140529,,,20140506,,4.221,1.5,0.25,,1.0,0.1,,沪深300指数收益率*85%+标普中国债券指数收益率*15%,L,股票型,契约型开放式,,20140702,20140702,O
000583.OF,江信聚福,江信基金,中国光大银行,债券型,20140529,,,20140505,,1.9884,0.6,0.2,,1.0,0.1,,同期中国人民银行公布的6个月期定期存款基准利率(税后)+1.7%,L,债券型,契约型开放式,,20141201,20141201,O
519665.OF,银河美丽优萃C,银河基金,中国建设银行,混合型,20140529,,,20140428,,2.2702,1.5,0.25,,1.0,0.001,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20140728,20140728,O
519664.OF,银河美丽优萃A,银河基金,中国建设银行,混合型,20140529,,,20140428,,4.2386,1.5,0.25,,1.0,0.001,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20140728,20140728,O
000580.OF,中邮货币B,中邮基金,邮储银行,货币市场型,20140528,,,20140516,,14.99,0.33,0.1,,1.0,500.0,,金融机构人民币活期存款基准利率(税后),L,货币型,契约型开放式,,20140625,20140625,O
000576.OF,中邮货币A,中邮基金,邮储银行,货币市场型,20140528,,,20140516,,7.2345,0.33,0.1,,1.0,0.0001,,金融机构人民币活期存款基准利率(税后),L,货币型,契约型开放式,,20140625,20140625,O
000600.OF,汇添富和聚宝,汇添富基金,浦发银行,货币市场型,20140528,,,20140523,,5.1054,0.27,0.04,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20140702,20140702,O
000596.OF,前海开源中证军工A,前海开源基金,交通银行,股票型,20140527,,,20140408,,6.1817,1.0,0.2,,1.0,0.1,,中证军工指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20140609,20140609,O
080007.OF,长盛同鑫行业配置,长盛基金,中国银行,混合型,20140527,,,20140527,,,1.5,0.25,,1.0,,,沪深300指数*60%+中证全债指数*40%,L,混合型,契约型开放式,,20140527,20140527,O
000645.OF,华夏薪金宝,华夏基金,中信银行,货币市场型,20140526,,,20140519,,2.0955,0.33,0.1,,1.0,,,同期七天通知存款利率(税后),L,货币型,契约型开放式,,20140618,20140618,O
000597.OF,中海积极收益,中海基金,中国农业银行,混合型,20140526,,,20140519,,8.6349,0.8,0.25,,1.0,0.1,,一年期银行定期存款利率(税后)+2%,L,灵活配置型,契约型开放式,,20140825,20140825,O
000602.OF,富国安益,富国基金,中国工商银行,货币市场型,20140526,,,20140521,,2.7968,0.14,0.05,,1.0,0.0001,,活期存款利率(税后),L,货币型,契约型开放式,,20140528,20140528,O
161827.OF,银华永益分级,银华基金,招商银行,债券型,20140522,20170601,,20140514,,2.7,0.7,0.2,,1.0,,,中债综合指数,D,债券型,契约型开放式,,,,O
161828.OF,银华永益A,银华基金,招商银行,债券型,20140522,20170601,,20140516,,1.8901,0.7,0.2,,1.0,0.1,,中债综合指数,D,债券型,契约型开放式,,20141121,20141120,O
519738.OF,交银周期回报A,交银施罗德基金,中国农业银行,混合型,20140522,,,20140428,,5.4185,0.6,0.25,,1.0,0.1,,沪深300指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20140623,20140623,O
150162.OF,银华永益B,银华基金,招商银行,债券型,20140522,20170601,,20140514,,0.8099,0.7,0.2,,1.0,5.0,,中债综合指数,D,债券型,契约型封闭式,,20170526,20170524,O
000639.OF,宝盈祥瑞A,宝盈基金,招商银行,混合型,20140521,,,20140512,,9.5002,0.6,0.2,,1.0,0.1,,一年期银行定期存款利率(税后)+1%,L,混合型,契约型开放式,,20140623,20140623,O
400023.OF,东方多策略A,东方基金,中国工商银行,混合型,20140521,,,20140512,,5.2603,0.7,0.25,,1.0,0.1,,沪深300指数收益率*70%+中债总指数收益率*30%,L,灵活配置型,契约型开放式,,20140603,20140603,O
000643.OF,华宝兴业活期通A,华宝基金,中国银行,货币市场型,20140521,20151102,,20140521,,0.1022,0.33,0.1,,1.0,,,人民币活期存款利率(税后),D,货币型,契约型开放式,,20140522,20140522,O
240021.OF,华宝兴业活期通T,华宝基金,中国银行,货币市场型,20140521,20151102,,20140521,,0.1022,0.33,0.1,,1.0,,,人民币活期存款利率(税后),D,货币型,契约型开放式,,20140522,20140522,O
519126.OF,浦银安盛新经济结构,浦银安盛基金,交通银行,混合型,20140520,,,20140423,,9.1048,1.5,0.25,,1.0,0.1,,中证500指数(000905)*55%+中证全债指数*45%,L,灵活配置型,契约型开放式,,20140711,20140711,O
000591.OF,中银健康生活,中银基金,中信银行,混合型,20140520,,,20140421,,7.164,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20140708,20140708,O
000512.OF,国泰沪深300指数增强A,国泰基金,中国银行,股票型,20140519,,,20140415,,3.113,0.9,0.2,,1.0,0.01,,沪深300指数收益率*95%+同期银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20140623,20140623,O
000402.OF,工银瑞信纯债A,工银瑞信基金,兴业银行,债券型,20140516,,,20140416,,2.156,0.7,0.2,,1.0,0.1,,中债信用债(财富)总指数收益率*80%+中债国开行债券(1~3年)总财富指数收益率*20%,L,债券型,契约型开放式,,20140625,20140625,O
000585.OF,嘉实对冲套利,嘉实基金,招商银行,混合型,20140516,,,20140418,,19.5389,1.0,0.25,,1.0,0.5,,一年期银行定期存款收益率(税后),L,混合型,契约型开放式,,20140808,20140808,O
000403.OF,工银瑞信纯债B,工银瑞信基金,兴业银行,债券型,20140516,,,20140416,,14.2148,0.7,0.2,,1.0,0.1,,中债信用债(财富)总指数收益率*80%+中债国开行债券(1~3年)总财富指数收益率*20%,L,债券型,契约型开放式,,20140625,20140625,O
519512.OF,万家日日薪B,万家基金,中国农业银行,货币市场型,20140515,,,,,,0.33,0.1,,1.0,,,银行活期存款利率(税后),L,货币型,契约型开放式,,20140519,20140519,O
519513.OF,万家日日薪R,万家基金,中国农业银行,货币市场型,20140515,,,,,,0.33,0.1,,1.0,,,银行活期存款利率(税后),L,货币型,契约型开放式,,20140519,20140519,O
000601.OF,华宝创新优选,华宝基金,中国银行,混合型,20140514,,,20140408,,5.1289,1.5,0.25,,1.0,0.01,,中证800指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20140725,20140725,O
000599.OF,信诚薪金宝,中信保诚基金,中信银行,货币市场型,20140514,,,20140428,,3.7497,0.33,0.1,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20140519,20140519,O
000587.OF,大成灵活配置,大成基金,中国银行,混合型,20140514,,,20140401,,2.3138,1.5,0.25,,1.0,0.1,,年化收益率6%,L,灵活配置型,契约型开放式,,20140704,20140704,O
000592.OF,建信改革红利,建信基金,中国农业银行,股票型,20140514,,,20140414,,4.5021,1.5,0.25,,1.0,0.1,,沪深300指数收益率*85%+中债总财富(总值)指数收益率*15%,L,股票型,契约型开放式,,20140721,20140721,O
000641.OF,诺安理财宝B,诺安基金,渤海银行,货币市场型,20140513,,,,,,0.33,0.1,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20140513,20140513,O
000640.OF,诺安理财宝A,诺安基金,渤海银行,货币市场型,20140512,,,20140508,,2.0017,0.33,0.1,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20140513,20140513,O
519909.OF,华安安顺,华安基金,交通银行,混合型,20140512,,,20140515,,43.3857,1.5,0.25,,1.0,0.1,,中证800指数收益率*50%+中国债券总指数收益率*50%,L,灵活配置型,契约型开放式,,20140616,20140616,O
519736.OF,交银新成长,交银施罗德基金,招商银行,混合型,20140509,,,20140410,,3.9162,1.5,0.25,,1.0,0.1,,富时中国A600成长指数*75%+中证综合债券指数*25%,L,混合型,契约型开放式,,20140808,20140808,O
165809.OF,东吴中证可转换债券,东吴基金,平安银行,债券型,20140509,,,20140408,,2.3691,0.7,0.2,,1.0,0.1,,中证可转换债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20140606,20140606,O
0006231.OF,华富恒财分级A,华富基金,浦发银行,债券型,20140507,20180806,,20140505,,2.2895,0.3,0.1,,1.0,0.1,,中证全债指数,D,债券型,契约型开放式,,20141111,20141111,O
0006241.OF,华富恒财分级B,华富基金,浦发银行,债券型,20140507,20180806,,20140422,,0.981,0.3,0.1,,1.0,5.0,,中证全债指数,D,债券型,契约型开放式,,20160511,20160511,O
000622.OF,华富恒财分级,华富基金,浦发银行,债券型,20140507,20180806,,20140422,,3.2705,0.3,0.1,,1.0,,,中证全债指数,D,债券型,契约型开放式,,,,O
000638.OF,富国富钱包,富国基金,中信银行,货币市场型,20140507,,,20140505,,2.0962,0.27,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20140526,20140526,O
000496.OF,长安产业精选A,长安基金,广发银行,混合型,20140507,,,20140401,,3.4164,1.2,0.25,,1.0,0.1,,沪深300指数收益率*65%+中证全债指数收益率*35%,L,灵活配置型,契约型开放式,,20140807,20140807,O
000611.OF,长城淘金一年期理财,长城基金,中信银行,债券型,20140507,20150507,,20140410,,2.3012,0.3,0.1,,1.0,0.1,,每个封闭期同期对应的一年期定期存款利率(税后)*1.1,D,债券型,契约型开放式,,,,O
5190591.OF,海富通双福分级,海富通基金,中国银行,债券型,20140506,20180604,,20140421,,5.0743,0.7,0.2,,1.0,,,中证全债指数,D,债券型,契约型开放式,,,,O
519057.OF,海富通双福A,海富通基金,中国银行,债券型,20140506,20180604,,20140428,,3.552,0.7,0.2,,1.0,0.1,,中证全债指数,D,债券型,契约型开放式,,20141106,20141105,O
519058.OF,海富通双福B,海富通基金,中国银行,债券型,20140506,20180604,,20140421,,1.5222,0.7,0.2,,1.0,5.0,,中证全债指数,D,债券型,契约型开放式,,20160510,20160510,O
000520.OF,上银新兴价值成长,上银基金,中国建设银行,混合型,20140506,,,20140324,,2.36,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,成长型,契约型开放式,,20140806,20140806,O
000566.OF,华泰柏瑞创新升级,华泰柏瑞基金,中国银行,混合型,20140506,,,20140324,,2.6774,1.5,0.25,,1.0,0.1,,中证新兴产业指数收益率*40%+中债总指数(全价)收益率*40%+中证TMT产业主题指数收益率*20%,L,混合型,契约型开放式,,20140609,20140609,O
160626.OF,鹏华中证信息技术,鹏华基金,中国建设银行,股票型,20140505,,,20140403,,4.1902,1.0,0.22,,1.0,0.1,,中证信息技术指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20140509,20140509,O
160625.OF,鹏华中证800证券保险,鹏华基金,中国建设银行,股票型,20140505,,,20140403,,3.8853,1.0,0.22,,1.0,0.1,,中证800证券保险指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20140509,20140509,O
000571.OF,中邮双动力,中邮基金,中国农业银行,混合型,20140504,20190422,,20140401,,9.9048,1.3,0.25,,1.0,0.1,,中债综合财富指数*65%+中证新兴产业指数*30%+金融机构人民币活期存款基准利率*5%,D,混合型,契约型开放式,,20140604,20140604,O
000367.OF,国泰安康定期支付A,国泰基金,中国银行,混合型,20140430,,,20140321,,2.0628,0.9,0.25,,1.0,0.01,,三年期银行定期存款利率(税后),L,混合型,契约型开放式,,20140512,20140512,O
000634.OF,富国天盛,富国基金,中国农业银行,混合型,20140430,,,20140512,,19.4365,1.5,0.25,,1.0,0.01,,沪深300指数收益率*65%+中债综合指数收益率*35%,L,灵活配置型,契约型开放式,,20140610,20140512,O
000586.OF,景顺长城中小板创业板,景顺长城基金,中国农业银行,股票型,20140430,,,20140331,,2.8157,1.5,0.25,,1.0,0.01,,创业板综合指数*45%+中小板综合指数*45%+中证全债指数*10%,L,股票型,契约型开放式,,20140513,20140729,O
000607.OF,招商招钱宝B,招商基金,中信银行,货币市场型,20140429,,,,,,0.27,0.15,,1.0,,,人民币活期存款基准利率(税后),L,货币型,契约型开放式,,20140429,20140429,O
000551.OF,信诚幸福消费,中信保诚基金,中国建设银行,混合型,20140429,,,20140331,,3.617,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+中证综合债指数收益率*20%,L,混合型,契约型开放式,,20140707,20140707,O
000589.OF,光大银发商机主题,光大保德信基金,交通银行,混合型,20140429,,,20140331,,3.1573,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*75%+中证全债指数收益率*25%,L,混合型,契约型开放式,,20140529,20140529,O
000618.OF,嘉实薪金宝,嘉实基金,中信银行,货币市场型,20140429,,,20140423,,2.0564,0.33,0.1,,1.0,,,人民币活期存款利率(税后),L,货币型,契约型开放式,,20140519,20140519,O
000625.OF,诺安天天宝B,诺安基金,中国农业银行,货币市场型,20140428,,,,,,0.3,0.1,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20140428,20140428,O
160132.OF,南方永利1年C,南方基金,中国工商银行,债券型,20140428,,,,,,0.7,0.2,,1.0,,,一年期定期存款收益率(税后)+1.2%,L,债券型,契约型开放式,,20140428,20140428,O
000610.OF,新华阿里一号保本,新华基金,平安银行,保本型,20140425,20170502,,20140410,,5.601,0.3,0.1,,1.0,0.1,,(一年期银行定期存款收益率(税后)+1%)*1.5,D,保本混合型,契约型开放式,,20151026,20151026,O
000563.OF,南方通利A,南方基金,邮储银行,债券型,20140425,,,20140325,,3.6738,0.65,0.18,,1.0,0.1,,中债信用债总指数,L,债券型,契约型开放式,,20140724,20140724,O
161506.OF,银河通利C,银河基金,北京银行,债券型,20140425,,,20140425,,0.8063,0.7,0.2,,1.0,,,中债综合全价指数,L,债券型,契约型开放式,,20140523,20140523,O
000604.OF,银华多利宝A,银华基金,中国银行,货币市场型,20140425,,,20140410,,30.5186,0.15,0.1,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20140611,20140611,O
000605.OF,银华多利宝B,银华基金,中国银行,货币市场型,20140425,,,20140410,,9.398,0.15,0.1,,1.0,500.0,,活期存款利率(税后),L,货币型,契约型开放式,,20140611,20140611,O
000564.OF,南方通利C,南方基金,邮储银行,债券型,20140425,,,20140325,,3.0201,0.65,0.18,,1.0,0.1,,中债信用债总指数,L,债券型,契约型开放式,,20140724,20140724,O
519165.OF,新华鑫利,新华基金,中国农业银行,混合型,20140423,,,20140408,,2.9558,1.5,0.25,,1.0,0.05,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20140718,20140718,O
000545.OF,中邮核心竞争力,中邮基金,兴业银行,混合型,20140423,,,20140318,,22.5978,3.0,0.25,,1.0,0.1,,金融机构人民币一年期定期存款基准利率(税后)+2%,L,灵活配置型,契约型开放式,,20140721,20140721,O
000299.OF,中海纯债C,中海基金,中国工商银行,债券型,20140423,,,20140319,,3.1947,0.7,0.2,,1.0,0.1,,中证全债指数,L,债券型,契约型开放式,,20140623,20140623,O
000298.OF,中海纯债A,中海基金,中国工商银行,债券型,20140423,,,20140319,,1.0809,0.7,0.2,,1.0,0.1,,中证全债指数,L,债券型,契约型开放式,,20140623,20140623,O
090013.OF,大成竞争优势,大成基金,中国工商银行,混合型,20140422,,,20140422,,,1.5,0.25,,1.0,,,沪深300指数*75%+中债综合指数*25%,L,混合型,契约型开放式,,20140422,20140422,O
000577.OF,安信价值精选,安信基金,中国建设银行,股票型,20140421,,,20140320,,2.0099,1.0,0.25,,1.0,0.01,,沪深300指数收益率*80%+中债总指数收益率*20%,L,股票型,契约型开放式,,20140523,20140523,O
000578.OF,鑫元恒鑫收益增强A,鑫元基金,中国光大银行,债券型,20140417,,,20140318,,0.5483,0.7,0.2,,1.0,0.01,,中证全债指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20140717,20140717,O
000579.OF,鑫元恒鑫收益增强C,鑫元基金,中国光大银行,债券型,20140417,,,20140318,,3.2801,0.7,0.2,,1.0,0.01,,中证全债指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20140717,20140717,O
000584.OF,新华鑫益,新华基金,平安银行,混合型,20140416,,,20140314,,2.1113,1.5,0.25,,1.0,0.0001,,年化收益率10%,L,灵活配置型,契约型开放式,,20140613,20140613,O
000549.OF,华安大国新经济,华安基金,中国建设银行,股票型,20140414,,,20140313,,4.3351,1.5,0.25,,1.0,0.1,,中证800指数收益率*90%+中国债券总指数收益率*10%,L,股票型,契约型开放式,,20140515,20140515,O
000574.OF,宝盈新价值A,宝盈基金,招商银行,混合型,20140410,,,20140331,,4.3392,1.5,0.25,,1.0,0.1,,沪深300指数收益率*65%+中债综合指数收益率*35%,L,灵活配置型,契约型开放式,,20140516,20140516,O
000595.OF,嘉实泰和,嘉实基金,中国建设银行,混合型,20140404,,,20140408,,26.6811,1.5,0.25,,1.0,0.5,,沪深300指数*70%+上证国债指数*30%,L,混合型,契约型开放式,,20140703,20140703,O
161024.OF,富国中证军工,富国基金,中国建设银行,股票型,20140404,,,20140317,,7.6946,1.0,0.22,,1.0,0.01,,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20140416,20140416,O
519060.OF,海富通纯债C,海富通基金,中国银行,债券型,20140402,,,20140310,,4.5763,0.3,0.2,,1.0,0.1,,中证全债指数,L,债券型,契约型开放式,,20140421,20140421,O
